"spcd","symbol","common","scientific"
6158,"ARAUC2","Araucaria","Araucaria spp."
6159,"ARAL","Alexandra palm","Archontophoenix alexandrae"
6160,"ARCU2","Bangalow palm","Archontophoenix cunninghamiana"
6161,"AREL4","shoebutton","Ardisia elliptica"
6162,"ARGL11","ausubon","Ardisia glauciflora"
6163,"ARLU3","mountain marlberry","Ardisia luquillensis"
6164,"AROB2","Guadeloupe marlberry","Ardisia obovata"
6165,"ARSO","China-shrub","Ardisia solanacea"
6166,"ARDIS","marlberry","Ardisia spp."
6167,"ARCA41","betelnut","Areca catechu"
6169,"ARPI6","cabo-negro","Arenga pinnata"
6171,"ARAL7","breadfruit","Artocarpus altilis"
6173,"ARHE2","Artocarpus heterophyllus","Artocarpus heterophyllus"
6175,"ARMA28","dugdug, Marianas breadfruit","Artocarpus mariannensis"
6176,"ARNO","Artocarpus nobilis","Artocarpus nobilis"
6177,"AROD2","Marang","Artocarpus odoratissimus"
6178,"ARTOC","meduu","Artocarpus spp."
6179,"ARBR11","taputoi","Arytera brackenridgei"
6180,"ARUN4","strawberry tree","Arbutus unedo"
6181,"ASDI14","afia","Ascarina diffusa"
6184,"ASKU2","Astronidium kusaianum","Astronidium kusaianum"
6185,"ASNA10","Astronidium navigatorum","Astronidium navigatorum"
6186,"ASPA37","mesekui","Astronidium palauense"
6187,"ASPI11","Astronidium pickeringii","Astronidium pickeringii"
6188,"ASSA23","Astronidium samoense","Astronidium samoense"
6189,"ASTRO4","Astronidium","Astronidium spp."
6190,"ASSU31","Astronidium subcordata","Astronidium subcordata"
6193,"ATRA2","ifi ifi","Atuna racemosa"
6197,"AVBI","Bilimbi","Averrhoa bilimbi"
6198,"AVCA","carambola","Averrhoa carambola"
6199,"AVERR","Averrhoa","Averrhoa spp."
6200,"AVAL","biut","Avicennia alba"
6203,"AVMA3","Avicennia marina","Avicennia marina"
6205,"AVICE","Avicennia","Avicennia spp."
6206,"AZIN2","neem","Azadirachta indica"
6208,"BATA","Saitamu","Baccaurea taitensis"
6212,"LADE2","European larch","Larix decidua"
6213,"BAPA8","ralm","Badusa palauensis"
6215,"BAMBU","bamboo","Bambusa spp."
6216,"BAVU2","common bamboo","Bambusa vulgaris"
6217,"BAPO","Puerto Rico palo de ramon","Banara portoricensis"
6218,"BERE4","bottle-palm","Beaucarnea recurvata"
6219,"BAVA2","Vanderbilt's palo de ramon","Banara vanderbiltii"
6220,"BAAS3","sea putat","Barringtonia asiatica"
6221,"BARA5","langaasag","Barringtonia racemosa"
6222,"BASA9","falaga","Barringtonia samoensis"
6223,"BARRI","Barringtonia","Barringtonia spp."
6224,"BAEG6","Bastardiopsis eggersii","Bastardiopsis eggersii"
6225,"BABI6","Bauhinia binata","Bauhinia binata"
6226,"BAMO2","Napoleon's plume","Bauhinia monandra"
6227,"BAMU3","petite flamboyant bauhinia","Bauhinia multinervia"
6228,"BAPA3","railroadfence","Bauhinia pauletia"
6229,"BAPU","butterfly tree","Bauhinia purpurea"
6230,"BAUHI","bauhinia","Bauhinia spp."
6231,"BATO","St. Thomas tree","Bauhinia tomentosa"
6232,"BAVA","mountain ebony","Bauhinia variegata"
6970,"DYSA","mamala","Dysoxylum samoense"
6971,"DYSOX","Dysoxylum","Dysoxylum spp."
6972,"DYMOM","Dysoxylum mollissimum ssp. Molle","Dysoxylum mollissimum"
6973,"ELGU","oil nut palm","Elaeis guineensis"
6974,"ELKU2","Kosrae elaeocarpus","Elaeocarpus kusaiensis"
6975,"ELBI","kalia","Elaeocarpus bifidus"
6976,"ELCA20","syatak","Elaeocarpus carolinensis"
6977,"ELFL6","`a`mati`e","Elaeocarpus floridanus"
6978,"ELGR","Elaeocarpus graeffei","Elaeocarpus graeffei"
6979,"ELGR6","sapatua","Elaeocarpus grandis"
6980,"ELJO","joga","Elaeocarpus joga"
6981,"ELKE","Elaeocarpus kerstingianus","Elaeocarpus kerstingianus"
6982,"ELKU","maratte, opop","Elaeocarpus kusanoi"
6983,"ELAEO","Elaeocarpus","Elaeocarpus spp."
6984,"ELTO4","aamatie","Elaeocarpus tonganus"
6985,"ELUL","Elaeocarpus","Elaeocarpus ulianus"
6990,"ELFA3","taputoi","Elattostachys falcata"
6991,"SARA2","red elderberry","Sambucus racemosa"
6992,"ELDU3","utuutu","Eleocharis dulcis"
6994,"ENEL","elaeocarpa","Endiandra elaeocarpa"
6996,"ENCY","monkeysoap","Enterolobium cyclocarpum"
6997,"ERDE16","bronze loquat","Eriobotrya deflexa"
6998,"ERJA3","loquat","Eriobotrya japonica"
7000,"ERFR4","blacktorch","Erithalis fruticosa"
7003,"ERCO","naked coral tree","Erythrina coralloides"
7004,"ERBE3","machete","Erythrina berteriana"
7005,"ERCO22","coral erythrina","Erythrina corallodendron"
7006,"ERCR6","crybabytree","Erythrina crista-galli"
7007,"EREG","cock's spur","Erythrina eggersii"
7008,"ERFU2","bucayo","Erythrina fusca"
7011,"ERPO5","mountain immortelle","Erythrina poeppigiana"
7012,"ERSA11","wili wili","Erythrina sandwicensis"
7013,"ERYTH","erythrina","Erythrina spp."
7014,"ERSU15","gatae palagi","Erythrina subumbrans"
7015,"ERVA7","tiger's claw","Erythrina variegata"
7016,"ERVAO","tiger's claw","Erythrina variegata"
7017,"ERAC10","acuminatissimum","Erythrospermum acuminatissimum"
7019,"ERAR17","swamp-redwood","Erythroxylum areolatum"
7021,"ERRO3","ratwood","Erythroxylum rotundifolium"
7022,"ERRU4","rufous false cocaine","Erythroxylum rufum"
7023,"SECO9","Argentine senna","Senna corymbosa"
7024,"ERUR4","Urban's false cocaine","Erythroxylum urbanii"
7025,"EUBO2","southern mahogany","Eucalyptus botryoides"
7026,"EUBR2","applebox","Eucalyptus bridgesiana"
7028,"EUCI80","argyle apple","Eucalyptus cinerea"
7031,"EUCO3","yate","Eucalyptus cornuta"
7032,"EUCR","narrowleaf red ironbark","Eucalyptus crebra"
7033,"EUDE","roundleaf gum","Eucalyptus deanei"
7034,"EUDE2","Indonesian gum","Eucalyptus deglupta"
7035,"EUCO31","silver-dollar eucalyptus","Eucalyptus cordata"
7038,"EUGO","tuart","Eucalyptus gomphocephala"
7039,"EUGO2","mountain graygum","Eucalyptus goniocalyx"
7041,"EUHE12","white box","Eucalyptus hemiphloia"
7043,"EUMA23","spotted gum","Eucalyptus maculata"
7044,"EUMA4","jarrah","Eucalyptus marginata"
7045,"EUMI","Australian tallowwood","Eucalyptus microcorys"
7046,"EUPA","gray ironbark","Eucalyptus paniculata"
7706,"MEDUS2","Medusanthera","Medusanthera spp."
7709,"MELAL","melaleuca","Melaleuca spp."
7710,"MEMU10","alom","Melanolepis multiglandulosa"
7712,"MECA9","Melastoma candidum","Melastoma candidum"
7713,"MESA3","Melastoma sanguineum","Melastoma sanguineum"
7715,"MELI7","cajeput tree","Melaleuca linariifolia"
7716,"MELIA","melia","Melia spp."
7717,"MEBI","Spanish lime","Melicoccus bijugatus"
7719,"MEAN3","mokihana","Melicope anisata"
7720,"MEBA2","Ballous melicope","Melicope balloui"
7721,"MEBA3","uahiapele","Melicope barbigera"
7722,"MECH2","Waianae Range melicope","Melicope christophersenii"
7723,"MECI6","manena","Melicope cinerea"
7724,"MECL","kukaemoa","Melicope clusiifolia"
7725,"MECR5","piloula","Melicope cruciata"
7726,"MEEL2","leiohiiaka","Melicope elliptica"
7727,"MEHA7","Haleakala melicope","Melicope haleakalae"
7728,"MEHA3","Haupa Mountain melicope","Melicope haupuensis"
7729,"MEHA4","mokihana kukae moa","Melicope hawaiensis"
7730,"MEHI6","Monoa melicope","Melicope hiiakae"
7731,"MEHO2","Honolulu melicope","Melicope hosakae"
7732,"MEKA2","Kaala melicope","Melicope kaalaensis"
7733,"MEKN","Olokele Valley melicope","Melicope knudsenii"
7734,"MEMA6","Kaholuamanu melicope","Melicope macropus"
7735,"MEMA7","Makaha Valley melicope","Melicope makahae"
7736,"MEMO6","Molokai melicope","Melicope molokaiensis"
7737,"MEMU4","alani","Melicope mucronulata"
7738,"MEOA","Oahu melicope","Melicope oahuensis"
7739,"MEOB4","Makawao melicope","Melicope obovata"
7740,"MEOR4","Honokahua melicope","Melicope orbicularis"
7741,"MEOV","Hana melicope","Melicope ovalis"
7742,"MEOV2","eggshape melicope","Melicope ovata"
7743,"MEPA6","pale melicope","Melicope pallida"
7744,"MEPA7","Lihue melicope","Melicope paniculata"
7745,"MEPE9","boxfruit alani","Melicope peduncularis"
7746,"MEPS","Kohala Summit melicope","Melicope pseudoanisata"
7747,"MEPU4","hairy melicope","Melicope puberula"
7748,"MEQU3","fourangle melicope","Melicope quadrangularis"
7749,"MERA2","kapu melicope","Melicope radiata"
7750,"MERE8","soopini","Melicope latifolia"
7751,"MERO3","roundleaf melicope","Melicope rotundifolia"
7752,"MESA4","St. Johns melicope","Melicope saint-johnii"
7753,"MESA5","Mt. Kaala melicope","Melicope sandwicensis"
7754,"MELIC3","melicope","Melicope spp."
7755,"MEVO","volcanic melicope","Melicope volcanica"
7756,"MEWA2","alani wai","Melicope waialealae"
7757,"MEWA4","Monoa melicope","Melicope wawraeana"
7758,"MEZA","kipuka piaula","Melicope zahlbruckneri"
7759,"MESA9","samoensis","Melicytus samoensis"
7763,"MEHE","aguacatillo","Meliosma herbertii"
7764,"MEOB2","cacaillo","Meliosma obtusifolia"
7766,"MEAR16","mao","Melochia aristata"
7767,"MELOC","melochia","Melochia spp."
7768,"METO4","teabush","Melochia tomentosa"
7769,"MEUM3","hierba del soldado","Melochia umbellata"
7770,"MEVIC4","sayafe spp.","Melochia villosissima"
7771,"MEVIV","sayafe","Melochia villosissima"
7774,"MEME12","faniok","Merrilliodendron megacarpum"
7776,"MEMA16","fagufagu","Meryta macrophylla"
7777,"MESE11","omechidel","Meryta senfftiana"
7778,"MERYT","Meryta","Meryta spp."
7779,"MEGL8","dawn redwood","Metasequoia glyptostroboides"
7781,"MEPOP2","collina","Metrosideros collina"
7782,"MEMA4","ohia","Metrosideros macropus"
7783,"MEPO5","ohia lehua","Metrosideros polymorpha"
7792,"MERU2","lehua papa","Metrosideros rugosa"
7793,"METRO","lehua","Metrosideros spp."
7794,"METR5","lehua ahihi","Metrosideros tremuloides"
7795,"MEWA","Kauai bottlebrush","Metrosideros waialealae"
7798,"MEAM4","ivory-nut palm","Metroxylon amicarum"
408,"CATE9","black hickory","Carya texana"
409,"CAAL27","mockernut hickory","Carya alba"
410,"CAPA24","sand hickory","Carya pallida"
411,"CAFL6","scrub hickory","Carya floridana"
412,"CAOV3","red hickory","Carya ovalis"
413,"CACA38","southern shagbark hickory","Carya carolinae-septentrionalis"
420,"CASTA","chestnut spp.","Castanea spp."
421,"CADE12","American chestnut","Castanea dentata"
422,"CAPU9","Allegheny chinkapin","Castanea pumila"
423,"CAPUO","Ozark chinkapin","Castanea pumila"
424,"CAMO83","Chinese chestnut","Castanea mollissima"
431,"CHCHC4","giant chinkapin, golden chinkapin","Chrysolepis chrysophylla"
450,"CATAL","catalpa spp.","Catalpa spp."
451,"CABI8","southern catalpa","Catalpa bignonioides"
452,"CASP8","northern catalpa","Catalpa speciosa"
460,"CELTI","hackberry spp.","Celtis spp."
461,"CELA","sugarberry","Celtis laevigata"
462,"CEOC","hackberry","Celtis occidentalis"
463,"CELAR","netleaf hackberry","Celtis laevigata"
471,"CECA4","eastern redbud","Cercis canadensis"
475,"CELE3","curlleaf mountain-mahogany","Cercocarpus ledifolius"
481,"CLKE","yellowwood","Cladrastis kentukea"
490,"CORNU","dogwood spp.","Cornus spp."
491,"COFL2","flowering dogwood","Cornus florida"
492,"CONU4","Pacific dogwood","Cornus nuttallii"
500,"CRATA","hawthorn spp.","Crataegus spp."
501,"CRCR2","cockspur hawthorn","Crataegus crus-galli"
502,"CRMO2","downy hawthorn","Crataegus mollis"
503,"CRBR3","Brainerd's hawthorn","Crataegus brainerdii"
504,"CRCA","pear hawthorn","Crataegus calpodendron"
505,"CRCH","fireberry hawthorn","Crataegus chrysocarpa"
506,"CRDI","broadleaf hawthorn","Crataegus dilatata"
507,"CRFL","fanleaf hawthorn","Crataegus flabellata"
508,"CRMO3","oneseed hawthorn","Crataegus monogyna"
509,"CRPE","scarlet hawthorn","Crataegus pedicellata"
510,"EUCAL","eucalyptus spp.","Eucalyptus spp."
511,"EUGL","Tasmanian bluegum","Eucalyptus globulus"
512,"EUCA2","river redgum","Eucalyptus camaldulensis"
513,"EUGR12","grand eucalyptus","Eucalyptus grandis"
514,"EURO2","swampmahogany","Eucalyptus robusta"
520,"DIOSP","persimmon spp.","Diospyros spp."
521,"DIVI5","common persimmon","Diospyros virginiana"
522,"DITE3","Texas persimmon","Diospyros texana"
523,"EHAN","Anacua knockaway","Ehretia anacua"
6233,"BEPE","slugwood","Beilschmiedia pendula"
6234,"LISU8","bog spicebush","Lindera subcoriacea"
6235,"BEDI2","Caribbean myrtlecroton","Bernardia dichotoma"
6236,"BIJA","Javanese bishopwood","Bischofia javanica"
6237,"BISCH","bishopwood","Bischofia spp."
6238,"BIOR","lipsticktree","Bixa orellana"
6239,"BIXA","bixa","Bixa spp."
6240,"BLSA2","akee","Blighia sapida"
6241,"BALU","Texasplume","Bauhinia lunarioides"
6242,"BOBR3","akupa","Bobea brevipes"
6243,"BOEL3","ahakea lau nui","Bobea elatior"
6244,"BOSA2","Hawaii dogweed","Bobea sandwicensis"
6245,"BOBEA","ahakea","Bobea spp."
6246,"BOTI","ahakea","Bobea timonioides"
6247,"BOFR2","parrotweed","Bocconia frutescens"
6248,"BOCCO","bocconia","Bocconia spp."
6250,"BOVI7","virgata","Boehmeria virgata"
6251,"BODA","white alling","Bontia daphnoides"
6252,"BABL","bauhinia","Bauhinia x blakeana"
6253,"BORA2","Bourreria radula","Bourreria radula"
6255,"BOSU2","bodywood","Bourreria succulenta"
6257,"BOVI2","roble de guayo","Bourreria virgata"
6258,"BRDI6","pink flame tree","Brachychiton discolor"
6259,"BRPO6","whiteflower kurrajong","Brachychiton populneum"
6260,"BRAR6","kanawao","Broussaisia arguta"
6262,"BRPA4","paper mulberry","Broussonetia papyrifera"
6264,"BRCA12","angels-trumpet","Brugmansia candida"
6266,"BRGY3","Oriental mangrove","Bruguiera gymnorhiza"
6267,"BRPA15","smallflower bruguiera","Bruguiera parviflora"
6268,"BRSE11","Oriental mangrove","Bruguiera sexangula"
6269,"BRUGU","bruguiera","Bruguiera spp."
6270,"BRCO6","West Indian sumac","Brunellia comocladiifolia"
6272,"BRAM4","American brunfelsia","Brunfelsia americana"
6273,"BRDE4","Serpentine Hill raintree","Brunfelsia densifolia"
6274,"BRLA5","vega blanca","Brunfelsia lactea"
6275,"BRPO3","Puerto Rico raintree","Brunfelsia portoricensis"
6277,"BUEN","omail","Buchanania engleriana"
6278,"BUME4","gasu","Buchanania merrillii"
6279,"BUPA16","omail, deuachel","Buchanania palawensis"
6280,"BUCHA","Buchanania","Buchanania spp."
6283,"BUTE4","fourleaf buchenavia","Buchenavia tetraphylla"
6284,"BUBU","gregorywood","Bucida buceras"
6286,"BUAS","dogtail","Buddleja asiatica"
6294,"BUGL2","cafe falso","Bunchosia glandulifera"
6295,"BUGL","cafe forastero","Bunchosia glandulosa"
6297,"BUPO5","Bunchosia polystachia","Bunchosia polystachia"
6299,"BURI3","Burckella richii","Burckella richii"
6303,"BULA10","Buxus laevigata","Buxus laevigata"
6304,"BUPO","Puerto Rico box","Buxus portoricensis"
6306,"BUVA","Vahl's box","Buxus vahlii"
6308,"BYCR","maricao cimun","Byrsonima crassifolia"
6311,"BYLU","Long Key locustberry","Byrsonima lucida"
6313,"BYSP","doncella","Byrsonima spicata"
6315,"BYWA","almendrillo","Byrsonima wadsworthii"
7047,"EUPI","blackbutt","Eucalyptus pilularis"
7048,"EURA4","black ironbox","Eucalyptus raveretiana"
7049,"EURE2","redmahogany","Eucalyptus resinifera"
7052,"EUSA17","black peppermint","Eucalyptus salicifolia"
7053,"EUSA","Sydney bluegum","Eucalyptus saligna"
7056,"EUTE","forest redgum","Eucalyptus tereticornis"
7057,"EUVI","manna gum","Eucalyptus viminalis"
7059,"EUAQ","edebsachel, chedebsachel","Eugenia aquea"
7060,"EUAX","white stopper","Eugenia axillaris"
7061,"EUBI","blackrodwood","Eugenia biflora"
7062,"EUBO3","Sierra de Cayey stopper","Eugenia boqueronensis"
7063,"EUBO4","guayabota de sierra","Eugenia borinquensis"
7065,"EUCA16","cloves","Eugenia caryophyllus"
7066,"EUCO4","redberry stopper","Eugenia confusa"
7067,"EUCO5","lathberry","Eugenia cordata"
7068,"EUCOS","lathberry","Eugenia cordata"
7069,"EUCO13","sperry guava","Eugenia corozalensis"
7071,"EUDO","serrette guave","Eugenia domingensis"
7072,"EUEG","guasabara","Eugenia eggersii"
7075,"EUGL6","smooth rodwood","Eugenia glabrata"
7076,"EUHA4","Luquillo Mountain stopper","Eugenia haematocarpa"
7078,"EUJA4","macupa, wax apple","Eugenia javanica"
7079,"EUKO","nioi","Eugenia koolauensis"
7081,"EULI","privet stopper","Eugenia ligustrina"
7082,"EUMA5","makupa, malay apple","Eugenia malaccensis"
7083,"STGR4","bigleaf snowbell","Styrax grandifolius"
7084,"EUMO","birdcherry","Eugenia monticola"
7086,"EUNI2","Eugenia nitida","Eugenia nitida"
7087,"EUPA3","orenged","Eugenia palauensis"
7088,"EUPA28","agatelang","Eugenia palumbis"
7089,"EUPR4","rockmyrtle","Eugenia procera"
7090,"EUPS","Christmas cherry","Eugenia pseudopsidium"
7091,"EURE7","mountain stopper","Eugenia reinwardtiana"
7092,"SYRE2","Japanese tree lilac","Syringa reticulata"
7093,"EUSE9","serrasuela","Eugenia serrasuela"
7094,"EUSE10","sessileleaf stopper","Eugenia sessiliflora"
7096,"EUGEN","stopper","Eugenia spp."
7098,"EUST3","Stahl's stopper","Eugenia stahlii"
7099,"EUST24","luluhut","Eugenia stelechantha"
7100,"EUST6","Stewardson's stopper","Eugenia stewardsonii"
7101,"EUSU9","rebotel","Eugenia suzukii"
7102,"EUTH4","atoto","Eugenia thompsonii"
7103,"EUUN","Underwood's stopper","Eugenia underwoodii"
7104,"EUUN2","Surinam cherry","Eugenia uniflora"
7105,"EUXE","aridland stopper","Eugenia xerophytica"
7109,"EUCO24","Mexican shrubby spurge","Euphorbia cotinifolia"
7110,"EUHA2","Kauai spurge","Euphorbia haeleeleana"
7111,"EULA8","mottled spurge","Euphorbia lactea"
7112,"EUNE4","Indian spurgetree","Euphorbia neriifolia"
7113,"EUPE8","manchineel berry","Euphorbia petiolaris"
7114,"EUPU9","poinsettia","Euphorbia pulcherrima"
7115,"EUPHO","spurge","Euphorbia spp."
7799,"MESA7","sago palm","Metroxylon sagu"
7800,"METRO2","Metroxylon","Metroxylon spp."
7801,"MICH4","Orange Champak","Michelia champaca"
7803,"MILA10","hairy johnnyberry","Miconia lanata"
7804,"MIAF","saquiyac","Miconia affinis"
7805,"MICA20","velvet tree","Miconia calvescens"
7806,"MIFO","Puerto Rico johnnyberry","Miconia foveolata"
7807,"MIIM","camasey de costilla","Miconia impetiolaris"
7808,"MILA8","smooth johnnyberry","Miconia laevigata"
7810,"MIMI3","camasey cuatrocanales","Miconia mirabilis"
7812,"MIPA7","camasey racimoso","Miconia pachyphylla"
7813,"MIPR3","granadillo bobo","Miconia prasina"
7814,"MIPU9","auquey","Miconia punctata"
7815,"MIPY2","ridge johnnyberry","Miconia pycnoneura"
7816,"MIRA2","camasey felpa","Miconia racemosa"
7817,"MIRU4","peralejo","Miconia rubiginosa"
7818,"MISE2","jau jau","Miconia serrulata"
7819,"MISI2","mountain johnnyberry","Miconia sintenisii"
7821,"MISU3","forest johnnyberry","Miconia subcorymbosa"
7822,"MITE4","rajador","Miconia tetrandra"
7823,"MITH","camasey tomaso","Miconia thomasiana"
7824,"MIMI23","talafulu","Micromelum minutum"
7828,"MIGA","caimitillo verde","Micropholis garciniifolia"
7829,"MIGU2","Micropholis guyanensis","Micropholis guyanensis"
7831,"MIPI9","pinnata","Millettia pinnata"
7833,"MIAR4","elegant mimosa","Mimosa arenosa"
7835,"MIEL4","bulletwood, elengi","Mimusops elengi"
7839,"MONOD","monodora","Monodora spp."
7841,"MOHI","treedaisy","Montanoa hibiscifolia"
7842,"MONTA","montanoa","Montanoa spp."
7845,"MOCE2","Morella cerifera","Morella cerifera"
7846,"MOFA","firetree","Morella faya"
7847,"MOHO3","Morella holdridgeana","Morella holdridgeana"
7848,"MOREL2","bayberry","Morella spp."
7849,"MOCI3","Indian mulberry","Morinda citrifolia"
7850,"MOLA12","kesengelngel","Morinda latibractea"
7851,"MOPE2","Morinda pedunculata","Morinda pedunculata"
7852,"MORIN","morinda","Morinda spp."
7853,"MOTR","noni kuahiwi","Morinda trimera"
7855,"MOOL","horseradishtree","Moringa oleifera"
7857,"MOAM","ratapple","Morisonia americana"
7862,"MODO2","murta","Mouriri domingensis"
7863,"MOHE","mameyuelo","Mouriri helleri"
7865,"MURA3","falseohe","Munroidendron racemosum"
7867,"MUCA4","strawberrytree","Muntingia calabura"
7868,"MUNTI","muntingia","Muntingia spp."
7869,"MUEX2","Murraya exotica","Murraya exotica"
7870,"MUKO","Murraya koenigii","Murraya koenigii"
7872,"MUPA3","French plantain","Musa x paradisiaca"
7873,"MUCO8","bungeltuu","Musa coccinea"
7874,"MUNA","tama","Musa nana"
7875,"MUSA","tuu banana","Musa sapientum"
7876,"MUSA2","meia","Musa spp."
531,"FAGR","American beech","Fagus grandifolia"
540,"FRAXI","ash spp.","Fraxinus spp."
541,"FRAM2","white ash","Fraxinus americana"
542,"FRLA","Oregon ash","Fraxinus latifolia"
543,"FRNI","black ash","Fraxinus nigra"
544,"FRPE","green ash","Fraxinus pennsylvanica"
545,"FRPR","pumpkin ash","Fraxinus profunda"
546,"FRQU","blue ash","Fraxinus quadrangulata"
547,"FRVE2","velvet ash","Fraxinus velutina"
548,"FRCA3","Carolina ash","Fraxinus caroliniana"
549,"FRTE","Texas ash","Fraxinus texensis"
550,"GLEDI","honeylocust spp.","Gleditsia spp."
551,"GLAQ","waterlocust","Gleditsia aquatica"
552,"GLTR","honeylocust","Gleditsia triacanthos"
555,"GOLA","loblolly-bay","Gordonia lasianthus"
561,"GIBI2","ginkgo, maidenhair tree","Ginkgo biloba"
571,"GYDI","Kentucky coffeetree","Gymnocladus dioicus"
580,"HALES","silverbell spp.","Halesia spp."
581,"HACA3","Carolina silverbell","Halesia carolina"
582,"HADI3","two-wing silverbell","Halesia diptera"
583,"HAPA2","little silverbell","Halesia parviflora"
591,"ILOP","American holly","Ilex opaca"
600,"JUGLA","walnut spp.","Juglans spp."
601,"JUCI","butternut","Juglans cinerea"
602,"JUNI","black walnut","Juglans nigra"
603,"JUHI","northern California black walnut","Juglans hindsii"
604,"JUCA","southern California black walnut","Juglans californica"
605,"JUMI","Texas walnut","Juglans microcarpa"
606,"JUMA","Arizona walnut","Juglans major"
611,"LIST2","sweetgum","Liquidambar styraciflua"
621,"LITU","yellow-poplar","Liriodendron tulipifera"
631,"LIDE3","tanoak","Lithocarpus densiflorus"
641,"MAPO","Osage-orange","Maclura pomifera"
650,"MAGNO","magnolia spp.","Magnolia spp."
651,"MAAC","cucumbertree","Magnolia acuminata"
652,"MAGR4","southern magnolia","Magnolia grandiflora"
653,"MAVI2","sweetbay","Magnolia virginiana"
654,"MAMA2","bigleaf magnolia","Magnolia macrophylla"
655,"MAFR","mountain or Fraser magnolia","Magnolia fraseri"
657,"MAPY","pyramid magnolia","Magnolia pyramidata"
658,"MATR","umbrella magnolia","Magnolia tripetala"
660,"MALUS","apple spp.","Malus spp."
661,"MAFU","Oregon crab apple","Malus fusca"
662,"MAAN3","southern crab apple","Malus angustifolia"
663,"MACO5","sweet crab apple","Malus coronaria"
6316,"CAESA","nicker","Caesalpinia spp."
6317,"CACO28","divi divi","Caesalpinia coriaria"
6318,"CAKA5","uhiuhi","Caesalpinia kavaiensis"
6319,"CAPU13","pride-of-Barbados","Caesalpinia pulcherrima"
6320,"CASA28","sappanwood","Caesalpinia sappan"
6325,"CASU33","Surinamese stickpea","Calliandra surinamensis"
6326,"CAAM14","caparosa","Callicarpa ampla"
6328,"CACI15","crimson bottlebrush","Callistemon citrinus"
6329,"CAVI23","weeping bottlebrush","Callistemon viminalis"
6331,"CACO2","Callitris columellaris","Callitris columellaris"
6337,"CAEC2","Caloncoba echinata","Caloncoba echinata"
6338,"CAAN22","Antilles calophyllum","Calophyllum antillanum"
6341,"CAIN4","Alexandrian laurel","Calophyllum inophyllum"
6342,"CANE31","tamanu","Calophyllum neo-ebudicum"
6343,"CAPE15","chesemolech","Calophyllum pelewense"
6344,"CASO12","olebtaches, chesemolech","Calophyllum soulattri"
6345,"CALOP","calophyllum","Calophyllum spp."
6346,"CAPR","roostertree","Calotropis procera"
6347,"CALOT","calotropis","Calotropis spp."
6350,"CACA73","degame","Calycophyllum candidissimum"
6351,"CAKI","Kiaerskov's lidflower","Calyptranthes kiaerskovii"
6352,"CAKR","limoncillo","Calyptranthes krugii"
6353,"CALU12","Luquillo forest lidflower","Calyptranthes luquillensis"
6354,"CAPA8","pale lidflower","Calyptranthes pallens"
6355,"CAPO9","Puerto Rico lidflower","Calyptranthes portoricensis"
6356,"CASI8","limoncillo de monte","Calyptranthes sintenisii"
6358,"CATH3","Thomas' lidflower","Calyptranthes thomasiana"
6359,"CAZU","myrtle of the river","Calyptranthes zuzygium"
6360,"CARI3","Puerto Rico manac","Calyptronoma rivalis"
6366,"CABR18","kelela charm, kiu","Campnosperma brevipetiolatum"
6367,"CABR42","Campnosperma brevipetiolata","Campnosperma brevipetiolata"
6370,"CAOD","ilang-ilang","Cananga odorata"
6372,"CAHA39","mafoa","Canarium mafoa"
6373,"CAHI14","mesecheues","Canarium hirsutum"
6374,"CAIN42","lukerr","Canarium indicum"
6375,"CAOV7","Pili Nut","Canarium ovatum"
6377,"CANAR2","Canarium","Canarium spp."
6378,"CAVI26","maali","Canarium vitiense"
6379,"CAVU9","Canarium vulgare","Canarium vulgare"
6380,"CAWI","wild cinnamon","Canella winterana"
6381,"CAME35","Olasina","Psydrax merrillii"
6383,"CAAM13","burro blanco","Capparis amplissima"
6384,"CABA2","caper","Capparis baducca"
6386,"CACY","Jamaican caper","Capparis cynophallophora"
6387,"CAFL2","falseteeth","Capparis flexuosa"
6389,"CAHA9","broadleaf caper","Capparis hastata"
6390,"CAIN5","linguam","Capparis indica"
6393,"CAGU6","crabwood","Carapa guianensis"
6395,"CAPA23","papaya","Carica papaya"
6396,"CARIC","papaya","Carica spp."
6397,"CARE22","scorpionbush","Carmona retusa"
7116,"EUTI","Indiantree spurge","Euphorbia tirucalli"
7117,"EULO7","Longan","Euphoria longana"
7119,"EUSA6","anini","Eurya sandwicensis"
7120,"EURYA","eurya","Eurya spp."
7123,"EUHO5","Euodia hortensis","Euodia hortensis"
7124,"EUNI8","kertub","Euodia nitida"
7125,"EUPA29","beror","Euodia palawensis"
7126,"EUPO15","Euodia ponapensis","Euodia ponapensis"
7127,"EUODI","Euodia","Euodia spp."
7128,"EUTR13","Euodia trichantha","Euodia trichantha"
7129,"EXAG","blinding tree","Excoecaria agallocha"
7131,"EXGA","hulumoa","Exocarpos gaudichaudii"
7132,"EXOCA","exocarpos","Exocarpos spp."
7133,"EXPO2","kotop","Exorrhiza ponapensis"
7135,"EXCA","Caribbean princewood","Exostema caribaeum"
7136,"EXEL","plateado","Exostema ellipticum"
7137,"EXSA2","Exostema sanctae-luciae","Exostema sanctae-luciae"
7141,"FABE","pualulu","Fagraea berteroana"
7142,"FAKS","ksid","Fagraea ksid"
7143,"FAGRA","Fagraea","Fagraea spp."
7144,"FAMO","peacocksplume","Falcataria moluccana"
7145,"FALCA2","peacocksplume","Falcataria spp."
