voleq,position1_family_code,forest_or_geoarea,model_mnemonic,species_code,family,profile_based,dispatch_routine,source,notes
I11FW2W017,I,11,FW2W,017,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:883,Literal default-equation / species-validity string in voleqdef.f.
I11FW2W019,I,11,FW2W,019,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:883,Literal default-equation / species-validity string in voleqdef.f.
I11FW2W073,I,11,FW2W,073,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:884,Literal default-equation / species-validity string in voleqdef.f.
I11FW2W093,I,11,FW2W,093,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:884,Literal default-equation / species-validity string in voleqdef.f.
I11FW2W108,I,11,FW2W,108,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:884,Literal default-equation / species-validity string in voleqdef.f.
I11FW2W119,I,11,FW2W,119,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:884,Literal default-equation / species-validity string in voleqdef.f.
I11FW2W122,I,11,FW2W,122,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:884,Literal default-equation / species-validity string in voleqdef.f.
I11FW2W202,I,11,FW2W,202,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:885,Literal default-equation / species-validity string in voleqdef.f.
I11FW2W242,I,11,FW2W,242,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:885,Literal default-equation / species-validity string in voleqdef.f.
I11FW2W260,I,11,FW2W,260,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:885,Literal default-equation / species-validity string in voleqdef.f.
I11FW2W263,I,11,FW2W,263,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:885,Literal default-equation / species-validity string in voleqdef.f.
I12FW2W012,I,12,FW2W,012,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:205,Literal default-equation / species-validity string in voleqdef.f.
I12FW2W017,I,12,FW2W,017,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:886,Literal default-equation / species-validity string in voleqdef.f.
I12FW2W019,I,12,FW2W,019,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:886,Literal default-equation / species-validity string in voleqdef.f.
I12FW2W073,I,12,FW2W,073,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:886,Literal default-equation / species-validity string in voleqdef.f.
I12FW2W093,I,12,FW2W,093,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:886,Literal default-equation / species-validity string in voleqdef.f.
I12FW2W108,I,12,FW2W,108,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:886,Literal default-equation / species-validity string in voleqdef.f.
I12FW2W119,I,12,FW2W,119,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:887,Literal default-equation / species-validity string in voleqdef.f.
I12FW2W122,I,12,FW2W,122,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:887,Literal default-equation / species-validity string in voleqdef.f.
I12FW2W202,I,12,FW2W,202,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:887,Literal default-equation / species-validity string in voleqdef.f.
I12FW2W242,I,12,FW2W,242,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:887,Literal default-equation / species-validity string in voleqdef.f.
I12FW2W260,I,12,FW2W,260,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:887,Literal default-equation / species-validity string in voleqdef.f.
I12FW2W263,I,12,FW2W,263,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:888,Literal default-equation / species-validity string in voleqdef.f.
I13FW2W012,I,13,FW2W,012,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:205,Literal default-equation / species-validity string in voleqdef.f.
I13FW2W017,I,13,FW2W,017,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:888,Literal default-equation / species-validity string in voleqdef.f.
I13FW2W019,I,13,FW2W,019,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:888,Literal default-equation / species-validity string in voleqdef.f.
I13FW2W073,I,13,FW2W,073,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:888,Literal default-equation / species-validity string in voleqdef.f.
I13FW2W093,I,13,FW2W,093,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:889,Literal default-equation / species-validity string in voleqdef.f.
I13FW2W108,I,13,FW2W,108,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:889,Literal default-equation / species-validity string in voleqdef.f.
I13FW2W119,I,13,FW2W,119,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:889,Literal default-equation / species-validity string in voleqdef.f.
I13FW2W122,I,13,FW2W,122,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:889,Literal default-equation / species-validity string in voleqdef.f.
I13FW2W202,I,13,FW2W,202,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:889,Literal default-equation / species-validity string in voleqdef.f.
I13FW2W242,I,13,FW2W,242,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:890,Literal default-equation / species-validity string in voleqdef.f.
I13FW2W260,I,13,FW2W,260,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:890,Literal default-equation / species-validity string in voleqdef.f.
I13FW2W263,I,13,FW2W,263,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:890,Literal default-equation / species-validity string in voleqdef.f.
I14FW2W012,I,14,FW2W,012,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:206,Literal default-equation / species-validity string in voleqdef.f.
I14FW2W017,I,14,FW2W,017,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:890,Literal default-equation / species-validity string in voleqdef.f.
I14FW2W019,I,14,FW2W,019,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:891,Literal default-equation / species-validity string in voleqdef.f.
I14FW2W073,I,14,FW2W,073,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:891,Literal default-equation / species-validity string in voleqdef.f.
I14FW2W093,I,14,FW2W,093,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:891,Literal default-equation / species-validity string in voleqdef.f.
I14FW2W108,I,14,FW2W,108,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:891,Literal default-equation / species-validity string in voleqdef.f.
I14FW2W119,I,14,FW2W,119,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:891,Literal default-equation / species-validity string in voleqdef.f.
I14FW2W122,I,14,FW2W,122,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:892,Literal default-equation / species-validity string in voleqdef.f.
I14FW2W202,I,14,FW2W,202,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:892,Literal default-equation / species-validity string in voleqdef.f.
I14FW2W242,I,14,FW2W,242,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:892,Literal default-equation / species-validity string in voleqdef.f.
I14FW2W260,I,14,FW2W,260,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:892,Literal default-equation / species-validity string in voleqdef.f.
I14FW2W263,I,14,FW2W,263,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:892,Literal default-equation / species-validity string in voleqdef.f.
I15FW2W017,I,15,FW2W,017,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:549,Literal default-equation / species-validity string in voleqdef.f.
I15FW2W093,I,15,FW2W,093,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:551,Literal default-equation / species-validity string in voleqdef.f.
I15FW2W122,I,15,FW2W,122,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:552,Literal default-equation / species-validity string in voleqdef.f.
I15FW2W202,I,15,FW2W,202,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:553,Literal default-equation / species-validity string in voleqdef.f.
I21FW2W012,I,21,FW2W,012,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:206,Literal default-equation / species-validity string in voleqdef.f.
I21FW2W017,I,21,FW2W,017,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:913,Literal default-equation / species-validity string in voleqdef.f.
I21FW2W019,I,21,FW2W,019,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:913,Literal default-equation / species-validity string in voleqdef.f.
I21FW2W073,I,21,FW2W,073,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:913,Literal default-equation / species-validity string in voleqdef.f.
I21FW2W093,I,21,FW2W,093,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:913,Literal default-equation / species-validity string in voleqdef.f.
I21FW2W108,I,21,FW2W,108,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:914,Literal default-equation / species-validity string in voleqdef.f.
I21FW2W119,I,21,FW2W,119,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:914,Literal default-equation / species-validity string in voleqdef.f.
I21FW2W122,I,21,FW2W,122,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:914,Literal default-equation / species-validity string in voleqdef.f.
I21FW2W202,I,21,FW2W,202,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:914,Literal default-equation / species-validity string in voleqdef.f.
I21FW2W242,I,21,FW2W,242,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:914,Literal default-equation / species-validity string in voleqdef.f.
I21FW2W260,I,21,FW2W,260,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:915,Literal default-equation / species-validity string in voleqdef.f.
I22FW2W012,I,22,FW2W,012,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:206,Literal default-equation / species-validity string in voleqdef.f.
I22FW2W017,I,22,FW2W,017,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:915,Literal default-equation / species-validity string in voleqdef.f.
I22FW2W019,I,22,FW2W,019,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:915,Literal default-equation / species-validity string in voleqdef.f.
I22FW2W073,I,22,FW2W,073,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:915,Literal default-equation / species-validity string in voleqdef.f.
I22FW2W093,I,22,FW2W,093,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:916,Literal default-equation / species-validity string in voleqdef.f.
I22FW2W108,I,22,FW2W,108,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:916,Literal default-equation / species-validity string in voleqdef.f.
I22FW2W119,I,22,FW2W,119,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:916,Literal default-equation / species-validity string in voleqdef.f.
I22FW2W122,I,22,FW2W,122,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:916,Literal default-equation / species-validity string in voleqdef.f.
I22FW2W202,I,22,FW2W,202,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:916,Literal default-equation / species-validity string in voleqdef.f.
I22FW2W242,I,22,FW2W,242,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:917,Literal default-equation / species-validity string in voleqdef.f.
I22FW2W260,I,22,FW2W,260,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:917,Literal default-equation / species-validity string in voleqdef.f.
I23FW2W012,I,23,FW2W,012,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:917,Literal default-equation / species-validity string in voleqdef.f.
I23FW2W017,I,23,FW2W,017,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:917,Literal default-equation / species-validity string in voleqdef.f.
I23FW2W019,I,23,FW2W,019,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:917,Literal default-equation / species-validity string in voleqdef.f.
I23FW2W073,I,23,FW2W,073,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:918,Literal default-equation / species-validity string in voleqdef.f.
I23FW2W093,I,23,FW2W,093,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:918,Literal default-equation / species-validity string in voleqdef.f.
I23FW2W108,I,23,FW2W,108,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:918,Literal default-equation / species-validity string in voleqdef.f.
I23FW2W119,I,23,FW2W,119,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:918,Literal default-equation / species-validity string in voleqdef.f.
I23FW2W122,I,23,FW2W,122,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:918,Literal default-equation / species-validity string in voleqdef.f.
I23FW2W202,I,23,FW2W,202,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:919,Literal default-equation / species-validity string in voleqdef.f.
I23FW2W242,I,23,FW2W,242,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:919,Literal default-equation / species-validity string in voleqdef.f.
I23FW2W260,I,23,FW2W,260,flewelling_2pt,TRUE,"SF_DS (profile.f TAPERMODEL, VOLEQ(4:4)=F)",voleqdef.f:919,Literal default-equation / species-validity string in voleqdef.f.
NVB0000015,N,VB,0000,015,nsvb,TRUE,NVB_Vib/NVB_DibAtHT/NVB_DobAtHT (nsvb.f); default asgnmt NVB_DefaultEq (nsvb.f:1371),voleqdef.f:437,"NVB prefix occupies positions 1-3 (breaks the usual 1+2+4+3 layout); position4 is '0' or 'M' (ecoprovince>999 flag), positions5-7 are the 3-digit ecoprovince, positions8-10 the species code. profile_based=TRUE because NVB_DibAtHT/NVB_DobAtHT provide diameter-at-height, but the method is a Kozak-type volume-ratio equation (nsvb.f:942-950), not a segmented taper (see NVEL_INVENTORY.md Sec 5.4). Literal default-equation / species-validity string in voleqdef.f."
NVB0000746,N,VB,0000,746,nsvb,TRUE,NVB_Vib/NVB_DibAtHT/NVB_DobAtHT (nsvb.f); default asgnmt NVB_DefaultEq (nsvb.f:1371),voleqdef.f:444,"NVB prefix occupies positions 1-3 (breaks the usual 1+2+4+3 layout); position4 is '0' or 'M' (ecoprovince>999 flag), positions5-7 are the 3-digit ecoprovince, positions8-10 the species code. profile_based=TRUE because NVB_DibAtHT/NVB_DobAtHT provide diameter-at-height, but the method is a Kozak-type volume-ratio equation (nsvb.f:942-950), not a segmented taper (see NVEL_INVENTORY.md Sec 5.4). Literal default-equation / species-validity string in voleqdef.f."
NVBM240119,N,VB,M240,119,nsvb,TRUE,NVB_Vib/NVB_DibAtHT/NVB_DobAtHT (nsvb.f); default asgnmt NVB_DefaultEq (nsvb.f:1371),voleqdef.f:441,"NVB prefix occupies positions 1-3 (breaks the usual 1+2+4+3 layout); position4 is '0' or 'M' (ecoprovince>999 flag), positions5-7 are the 3-digit ecoprovince, positions8-10 the species code. profile_based=TRUE because NVB_DibAtHT/NVB_DobAtHT provide diameter-at-height, but the method is a Kozak-type volume-ratio equation (nsvb.f:942-950), not a segmented taper (see NVEL_INVENTORY.md Sec 5.4). Literal default-equation / species-validity string in voleqdef.f."
NVBM240351,N,VB,M240,351,nsvb,TRUE,NVB_Vib/NVB_DibAtHT/NVB_DobAtHT (nsvb.f); default asgnmt NVB_DefaultEq (nsvb.f:1371),voleqdef.f:940,"NVB prefix occupies positions 1-3 (breaks the usual 1+2+4+3 layout); position4 is '0' or 'M' (ecoprovince>999 flag), positions5-7 are the 3-digit ecoprovince, positions8-10 the species code. profile_based=TRUE because NVB_DibAtHT/NVB_DobAtHT provide diameter-at-height, but the method is a Kozak-type volume-ratio equation (nsvb.f:942-950), not a segmented taper (see NVEL_INVENTORY.md Sec 5.4). Literal default-equation / species-validity string in voleqdef.f."
NVBM330093,N,VB,M330,093,nsvb,TRUE,NVB_Vib/NVB_DibAtHT/NVB_DobAtHT (nsvb.f); default asgnmt NVB_DefaultEq (nsvb.f:1371),voleqdef.f:439,"NVB prefix occupies positions 1-3 (breaks the usual 1+2+4+3 layout); position4 is '0' or 'M' (ecoprovince>999 flag), positions5-7 are the 3-digit ecoprovince, positions8-10 the species code. profile_based=TRUE because NVB_DibAtHT/NVB_DobAtHT provide diameter-at-height, but the method is a Kozak-type volume-ratio equation (nsvb.f:942-950), not a segmented taper (see NVEL_INVENTORY.md Sec 5.4). Literal default-equation / species-validity string in voleqdef.f."
101DVEW***,1,01,DVEW,***,direct_volume,FALSE,"R1KEMP (r1kemp.f:2) or R1ALLENB/R1ALLENC (r1allen.f:4,203), by VOLEQ(2:3)",fiaeq2nveleq.for:22,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Crosswalk template from fiaeq2nveleq.for (BDLIST/CULIST); '*' = wildcard filled at runtime with species digits and/or the GEOSUB sub-region digit (fiaeq2nveleq.for:975-999).
102DVEW***,1,02,DVEW,***,direct_volume,FALSE,"R1KEMP (r1kemp.f:2) or R1ALLENB/R1ALLENC (r1allen.f:4,203), by VOLEQ(2:3)",fiaeq2nveleq.for:25,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Crosswalk template from fiaeq2nveleq.for (BDLIST/CULIST); '*' = wildcard filled at runtime with species digits and/or the GEOSUB sub-region digit (fiaeq2nveleq.for:975-999).
201DVEW746,2,01,DVEW,746,direct_volume,FALSE,R2OLDV (r2oldv.f:2),fiaeq2nveleq.for:582,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Crosswalk template from fiaeq2nveleq.for (BDLIST/CULIST); fully literal crosswalk output (no wildcard positions in this particular template).
300DVEW746,3,00,DVEW,746,direct_volume,FALSE,R3D2HV (r3d2hv.f:2),fiaeq2nveleq.for:246,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Crosswalk template from fiaeq2nveleq.for (BDLIST/CULIST); fully literal crosswalk output (no wildcard positions in this particular template).
301DVEW060,3,01,DVEW,060,direct_volume,FALSE,R3D2HV (r3d2hv.f:2),fiaeq2nveleq.for:412,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Crosswalk template from fiaeq2nveleq.for (BDLIST/CULIST); fully literal crosswalk output (no wildcard positions in this particular template).
301DVEW106,3,01,DVEW,106,direct_volume,FALSE,R3D2HV (r3d2hv.f:2),fiaeq2nveleq.for:451,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Crosswalk template from fiaeq2nveleq.for (BDLIST/CULIST); fully literal crosswalk output (no wildcard positions in this particular template).
301DVEW122,3,01,DVEW,122,direct_volume,FALSE,R3D2HV (r3d2hv.f:2),fiaeq2nveleq.for:183,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Crosswalk template from fiaeq2nveleq.for (BDLIST/CULIST); fully literal crosswalk output (no wildcard positions in this particular template).
301DVEW800,3,01,DVEW,800,direct_volume,FALSE,R3D2HV (r3d2hv.f:2),fiaeq2nveleq.for:589,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Crosswalk template from fiaeq2nveleq.for (BDLIST/CULIST); fully literal crosswalk output (no wildcard positions in this particular template).
302DVEW060,3,02,DVEW,060,direct_volume,FALSE,R3D2HV (r3d2hv.f:2),fiaeq2nveleq.for:413,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Crosswalk template from fiaeq2nveleq.for (BDLIST/CULIST); fully literal crosswalk output (no wildcard positions in this particular template).
302DVEW106,3,02,DVEW,106,direct_volume,FALSE,R3D2HV (r3d2hv.f:2),fiaeq2nveleq.for:452,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Crosswalk template from fiaeq2nveleq.for (BDLIST/CULIST); fully literal crosswalk output (no wildcard positions in this particular template).
302DVEW122,3,02,DVEW,122,direct_volume,FALSE,R3D2HV (r3d2hv.f:2),fiaeq2nveleq.for:184,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Crosswalk template from fiaeq2nveleq.for (BDLIST/CULIST); fully literal crosswalk output (no wildcard positions in this particular template).
402DVEW065,4,02,DVEW,065,direct_volume,FALSE,R4D2H (r4d2h.f:3),fiaeq2nveleq.for:428,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Crosswalk template from fiaeq2nveleq.for (BDLIST/CULIST); fully literal crosswalk output (no wildcard positions in this particular template).
403DVEW065,4,03,DVEW,065,direct_volume,FALSE,R4D2H (r4d2h.f:3),fiaeq2nveleq.for:429,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Crosswalk template from fiaeq2nveleq.for (BDLIST/CULIST); fully literal crosswalk output (no wildcard positions in this particular template).
500DVEW***,5,00,DVEW,***,direct_volume,FALSE,R5HARV (r5harv.f:6),fiaeq2nveleq.for:50,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Crosswalk template from fiaeq2nveleq.for (BDLIST/CULIST); '*' = wildcard filled at runtime with species digits and/or the GEOSUB sub-region digit (fiaeq2nveleq.for:975-999).
891CLKE***,8,91,CLKE,***,clark_r9,TRUE,r9clarkdib -> r9Prep/r9dia417/r9totHt/r9dib/r9ht (r9clark.f),fiaeq2nveleq.for:291,"Region 9 Clark taper (r9clark.f/r9clarkdib.f); calcdia.f:159-160 and ht2topd.f route VOLEQ(1:1)='9' OR (VOLEQ(1:1)='8' AND VOLEQ(3:3)='1') here even though position1='8' (R8_CEQN 'TOPCODE'=1 case), per NVEL_INVENTORY.md Sec 3.2. Crosswalk template from fiaeq2nveleq.for (BDLIST/CULIST); '*' = wildcard filled at runtime with species digits and/or the GEOSUB sub-region digit (fiaeq2nveleq.for:975-999)."
891CLKO***,8,91,CLKO,***,clark_r9,TRUE,r9clarkdib -> r9Prep/r9dia417/r9totHt/r9dib/r9ht (r9clark.f),fiaeq2nveleq.for:290,"Region 9 Clark taper (r9clark.f/r9clarkdib.f); calcdia.f:159-160 and ht2topd.f route VOLEQ(1:1)='9' OR (VOLEQ(1:1)='8' AND VOLEQ(3:3)='1') here even though position1='8' (R8_CEQN 'TOPCODE'=1 case), per NVEL_INVENTORY.md Sec 3.2. Crosswalk template from fiaeq2nveleq.for (BDLIST/CULIST); '*' = wildcard filled at runtime with species digits and/or the GEOSUB sub-region digit (fiaeq2nveleq.for:975-999)."
8**DVEE***,8,**,DVEE,***,direct_volume,FALSE,"DVEST (dvest.f:8), region branch not resolved from VOLEQ(1:1)='8'",fiaeq2nveleq.for:43,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Crosswalk template from fiaeq2nveleq.for (BDLIST/CULIST); '*' = wildcard filled at runtime with species digits and/or the GEOSUB sub-region digit (fiaeq2nveleq.for:975-999).
900DVEE***,9,00,DVEE,***,direct_volume,FALSE,"R9VOL (r9vol.f:2), or HAHN_NC250 (r9vol.f:444) if VOLEQ(2:3)=25",fiaeq2nveleq.for:272,Direct Volume Estimator; DVEST (dvest.f) dispatches purely on VOLEQ(1:1) to a region-specific combined-variable equation. Crosswalk template from fiaeq2nveleq.for (BDLIST/CULIST); '*' = wildcard filled at runtime with species digits and/or the GEOSUB sub-region digit (fiaeq2nveleq.for:975-999).
